EntrezGeneID,Length,SYMBOL,GENENAME,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1-LA,MCL1-LB,MCL1-LC,MCL1-LD,MCL1-LE,MCL1-LF,MCL1-DG,MCL1-DH,MCL1-DI,MCL1-DJ,MCL1-DK,MCL1-DL,MCL1-LA CPM,MCL1-LB CPM,MCL1-LC CPM,MCL1-LD CPM,MCL1-LE CPM,MCL1-LF CPM,MCL1-DG CPM,MCL1-DH CPM,MCL1-DI CPM,MCL1-DJ CPM,MCL1-DK CPM,MCL1-DL CPM
19041,6277,Ppl,periplakin,0,-3.62219156179377,0.0000269785750116894,6.38655097294451,9.72773226073644e-8,4582,6298,6694,7036,327,367,986,789,1464,1499,2574,2565,224.695,290.121,300.967,319.989,13.226,14.884,42.449,36.229,60.745,66.136,119.558,128.151
76574,2151,Mfsd2a,major facilitator superfamily domain containing 2A,0,2.11821814236473,0.0000280231319245796,6.50381041069664,1.02074765831465e-7,1217,1029,1061,928,2639,2731,2159,2236,3877,3554,2926,2825,59.680,47.402,47.703,42.204,106.739,110.758,92.950,102.673,160.866,156.803,135.908,141.141
71994,2003,Cnn3,"calponin 3, acidic",0,-1.33502411939909,0.0000281875434478773,7.77792024959299,1.05056836282062e-7,5477,5878,4065,3798,963,976,8346,8652,10873,9899,7738,6975,268.584,270.774,182.766,172.729,38.950,39.583,359.313,397.284,451.148,436.746,359.417,348.482
18453,2538,P4hb,"prolyl 4-hydroxylase, beta polypeptide",0,1.08672824085805,0.0000296649255139874,8.77051892795992,1.12420888477895e-7,10424,10954,13022,11237,15653,16361,12264,10662,7982,6543,5289,4889,511.178,504.603,585.479,511.046,633.114,663.536,527.992,489.579,331.193,288.678,245.665,244.262
11975,4029,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",0,1.3590945854614,0.0000298348418510884,5.43208631772824,1.18636982309259e-7,744,894,1204,1206,1879,1970,661,647,848,762,853,777,36.485,41.183,54.133,54.848,76.000,79.895,28.457,29.709,35.186,33.620,39.620,38.820
56349,3738,Net1,neuroepithelial cell transforming gene 1,0,2.07074016626417,0.0000298348418510884,5.64872769953785,1.20330435129858e-7,379,436,509,431,1266,1190,2010,1625,2473,2159,1935,2153,18.586,20.085,22.885,19.601,51.206,48.262,86.535,74.617,102.611,95.255,89.877,107.567
18074,4884,Nid2,nidogen 2,0,4.81704623990337,0.0000298348418510884,1.6286704036423,1.1727360139118e-7,38,35,9,6,141,135,113,131,138,129,179,154,1.863,1.612,0.405,0.273,5.703,5.475,4.865,6.015,5.726,5.692,8.314,7.694
15516,2507,Hsp90ab1,"heat shock protein 90 alpha (cytosolic), class B member 1",0,-1.04042309630544,0.0000298348418510884,10.9946932383581,1.14509232476686e-7,70149,73682,51606,44490,14576,14443,77301,70424,66438,54534,42698,38904,3440.006,3394.209,2320.246,2023.354,589.553,585.750,3327.975,3233.738,2756.676,2406.049,1983.248,1943.705
71887,1721,Ppm1j,protein phosphatase 1J,0,1.75556772045665,0.0000298348418510884,2.21940273892968,1.20748835631176e-7,132,145,113,115,229,251,77,79,92,93,49,42,6.473,6.680,5.081,5.230,9.262,10.180,3.315,3.628,3.817,4.103,2.276,2.098
140481,6554,Man2a2,"mannosidase 2, alpha 2",0,1.77593567372869,0.0000298348418510884,6.49156343226193,1.17625203478638e-7,1270,1369,527,508,1063,1145,5957,5115,4060,4110,3837,3989,62.279,63.064,23.694,23.103,42.995,46.437,256.462,234.871,168.459,181.334,178.222,199.297
66612,2023,Ormdl3,ORM1-like 3 (S. cerevisiae),0,1.47007859551758,0.0000304710981958539,6.09024167748221,1.24445045797851e-7,932,905,3128,3257,5648,5364,987,859,917,843,1012,906,45.704,41.689,140.637,148.125,228.444,217.542,42.492,39.444,38.049,37.193,47.006,45.265
74413,2584,Tc2n,"tandem C2 domains, nuclear",0,3.29626009744926,0.0000305355013932261,2.49096775643661,1.29835279237397e-7,196,298,283,322,1808,1878,23,41,27,22,42,33,9.612,13.728,12.724,14.644,73.128,76.164,0.990,1.883,1.120,0.971,1.951,1.649
55979,2253,Agpat1,"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)",0,1.42561862173118,0.0000305355013932261,5.36474703605603,1.30325551404181e-7,840,1049,1216,1050,1845,1939,857,737,663,603,603,610,41.192,48.323,54.672,47.753,74.624,78.638,36.896,33.842,27.510,26.604,28.008,30.477
72685,5596,Dnajc6,DnaJ heat shock protein family (Hsp40) member C6,0,2.80827610056842,0.0000305355013932261,1.61846831057268,1.30247009798723e-7,337,310,220,238,978,1016,17,6,7,10,14,15,16.526,14.280,9.891,10.824,39.557,41.205,0.732,0.276,0.290,0.441,0.650,0.749
11886,2251,Asah1,N-acylsphingosine amidohydrolase 1,0,2.45453581294014,0.0000305355013932261,6.0295939131196,1.27430288798005e-7,1428,1270,816,952,2919,3090,1429,1345,1237,1208,1660,1560,70.027,58.503,36.688,43.296,118.064,125.318,61.522,61.760,51.326,53.297,77.104,77.940
235339,4035,Dlat,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex),0,1.71784420044421,0.0000308288904530514,6.25490228990744,1.32712027043195e-7,1218,1190,2698,2788,5263,5992,1073,889,1398,1281,1057,992,59.729,54.818,121.304,126.795,212.872,243.011,46.195,40.821,58.006,56.518,49.096,49.562
432825,1004,Gm5458,predicted gene 5458,0,4.45643874691842,0.0000311418807774206,-4.59051373858157,1.35205192675802e-7,0,0,0,0,8,5,0,0,0,0,1,1,0.000,0.000,0.000,0.000,0.324,0.203,0.000,0.000,0.000,0.000,0.046,0.050
67510,1748,Tvp23b,trans-golgi network vesicle protein 23B,0,1.28358091773418,0.0000315829530889128,5.52422178447404,1.38282181742545e-7,1283,1353,1446,1425,2155,2196,747,720,620,642,658,591,62.916,62.327,65.013,64.807,87.163,89.061,32.160,33.061,25.725,28.325,30.563,29.527
93734,3036,Mpv17l,"Mpv17 transgene, kidney disease mutant-like",0,3.18954427263841,0.0000319148954996742,1.44820013946855,1.40909800211962e-7,51,41,48,54,293,288,50,57,24,31,48,51,2.501,1.889,2.158,2.456,11.851,11.680,2.153,2.617,0.996,1.368,2.230,2.548
74030,4657,Rin2,Ras and Rab interactor 2,0,-1.58004483495526,0.0000328046440240754,6.84501788556466,1.46045179252847e-7,4741,5421,4710,5011,1019,1003,3309,3167,2216,2080,1667,1673,232.492,249.722,211.765,227.895,41.215,40.678,142.460,145.423,91.947,91.770,77.429,83.586
67041,3482,Oxct1,3-oxoacid CoA transferase 1,0,2.43840050044422,0.0000336148693093716,6.95344371982783,1.52125866479735e-7,1197,1365,1780,1580,5847,5485,4167,3525,2926,2016,4349,3707,58.699,62.880,80.030,71.857,236.493,222.449,179.398,161.861,121.407,88.946,202.003,185.208
67398,2934,Srpr,signal recognition particle receptor ('docking protein'),0,1.03487452198437,0.0000336148693093716,7.00719205810474,1.51547781005367e-7,2852,3009,4462,3769,5429,5047,2523,2331,2237,1953,1883,1683,139.858,138.612,200.615,171.410,219.586,204.686,108.621,107.035,92.819,86.167,87.462,84.085
21881,3207,Tkt,transketolase,0,1.39633794335061,0.0000338906248988185,8.19922740165008,1.5462075453304e-7,7811,8714,14916,12698,21883,23270,3175,2481,4189,3690,2829,2884,383.040,401.416,670.635,577.491,885.098,943.737,136.691,113.923,173.812,162.803,131.402,144.089
57776,3888,Ttyh1,tweety family member 1,0,4.53528621594538,0.0000340434623358855,0.036309741040778,1.56570616725622e-7,10,23,23,30,393,375,20,16,4,4,9,12,0.490,1.060,1.034,1.364,15.896,15.208,0.861,0.735,0.166,0.176,0.418,0.600
74051,10871,Steap2,six transmembrane epithelial antigen of prostate 2,0,3.22776956258273,0.0000343005488164682,4.59094257219873,1.60013403039904e-7,616,596,89,103,558,559,623,645,1016,1087,1160,1097,30.208,27.455,4.002,4.684,22.569,22.671,26.821,29.617,42.156,47.959,53.880,54.808
17341,3494,Bhlha15,"basic helix-loop-helix family, member a15",0,2.86893982220259,0.0000343005488164682,1.74480636272198,1.60277041086554e-7,67,92,339,208,1255,1182,19,19,14,16,22,23,3.286,4.238,15.242,9.460,50.761,47.937,0.818,0.872,0.581,0.706,1.022,1.149
76137,4356,Mcur1,mitochondrial calcium uniporter regulator 1,0,1.08099552842092,0.0000344765524618087,4.83779122944701,1.62367957434472e-7,1505,1477,885,832,1150,1111,614,542,368,310,236,248,73.803,68.039,39.790,37.838,46.514,45.058,26.434,24.888,15.269,13.677,10.962,12.390
27410,6453,Abca3,"ATP-binding cassette, sub-family A (ABC1), member 3",0,1.09138310957613,0.0000347056811920576,5.33349121116714,1.6472397342711e-7,3028,3279,2169,1975,2647,2850,578,500,257,207,229,254,148.489,151.049,97.520,89.821,107.063,115.584,24.884,22.959,10.664,9.133,10.637,12.690
224617,8053,Tbc1d24,"TBC1 domain family, member 24",0,2.16217853888822,0.0000354847036178203,4.46781725718329,1.71032641890226e-7,308,350,748,554,1641,1973,294,263,443,369,354,330,15.104,16.123,33.631,25.195,66.373,80.017,12.657,12.076,18.381,16.280,16.443,16.487
209588,1615,Sectm1a,secreted and transmembrane 1A,0,2.30981614543899,0.0000356133003786885,4.14931214250833,1.72962789285363e-7,592,506,971,928,3170,2710,257,268,191,131,62,60,29.031,23.309,43.657,42.204,128.216,109.907,11.064,12.306,7.925,5.780,2.880,2.998
83797,3153,Smarcd1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",0,-1.00876655443783,0.0000356803805055505,4.4632358785457,1.7591416121799e-7,779,833,574,509,166,168,722,696,754,675,413,368,38.201,38.373,25.807,23.149,6.714,6.813,31.084,31.959,31.285,29.781,19.183,18.386
76267,3460,Fads1,fatty acid desaturase 1,0,2.04582406563881,0.0000356803805055505,8.3573710551472,1.75450118407328e-7,4697,4664,13716,12800,32516,35699,3693,3251,3901,4401,4856,5439,230.334,214.850,616.682,582.129,1315.169,1447.807,158.992,149.280,161.862,194.173,225.553,271.741
77596,3504,Adgrf1,adhesion G protein-coupled receptor F1,0,2.10233219662868,0.0000359463217814868,0.956276365079591,1.78547902443089e-7,29,37,123,118,337,309,9,12,35,29,18,11,1.422,1.704,5.530,5.367,13.631,12.532,0.387,0.551,1.452,1.279,0.836,0.550
26921,5974,Map4k4,mitogen-activated protein kinase kinase kinase kinase 4,0,-1.60943385629571,0.0000364658930723042,7.49659052941897,1.82657297882489e-7,4341,4710,4492,4869,985,923,6042,5787,6242,5804,6128,5980,212.876,216.969,201.964,221.437,39.840,37.433,260.121,265.728,258.996,256.073,284.635,298.770
22781,3580,Ikzf4,IKAROS family zinc finger 4,0,2.3741235019448,0.000036988096796976,5.53443424822593,1.88401055880996e-7,816,909,238,200,669,746,2053,2264,2176,2072,2097,1977,40.015,41.874,10.701,9.096,27.059,30.255,88.386,103.959,90.288,91.417,97.402,98.774
268395,1745,Mpg,N-methylpurine-DNA glycosylase,0,1.57531985160907,0.000036988096796976,3.69790128209072,1.89166100841814e-7,394,412,230,214,409,415,227,249,284,287,239,235,19.321,18.979,10.341,9.732,16.543,16.831,9.773,11.434,11.784,12.662,11.101,11.741
78446,585,D730050B12Rik,RIKEN cDNA D730050B12 gene,0,5.15560614617207,0.0000373233534218877,-4.73812837399424,1.92516680068472e-7,0,0,0,0,14,8,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.566,0.324,0.000,0.000,0.000,0.000,0.000,0.000
71893,2239,Noxo1,NADPH oxidase organizer 1,0,-2.40438102978009,0.0000373233534218877,4.01390100466343,1.93627169229411e-7,506,503,897,684,97,87,347,317,582,524,328,335,24.814,23.171,40.330,31.108,3.923,3.528,14.939,14.556,24.149,23.119,15.235,16.737
100036568,2738,Gm3373,predicted gene 3373,0,6.13938331123647,0.0000375144638601043,-1.30780787589286,1.95998891354899e-7,2,2,0,0,20,23,22,34,28,24,25,28,0.098,0.092,0.000,0.000,0.809,0.933,0.947,1.561,1.162,1.059,1.161,1.399
20512,4206,Slc1a3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",0,4.12575833690103,0.0000376346022665771,2.43086200670031,1.99395957407819e-7,4,7,43,46,518,458,174,190,619,456,266,233,0.196,0.322,1.933,2.092,20.951,18.575,7.491,8.724,25.684,20.119,12.355,11.641
13032,2472,Ctsc,cathepsin C,0,3.40383961829508,0.0000376346022665771,5.24358204617251,1.98088185217052e-7,1291,1069,429,527,2880,3389,736,823,607,563,474,456,63.309,49.244,19.288,23.967,116.487,137.444,31.686,37.791,25.186,24.840,22.016,22.782
53330,2532,Vamp4,vesicle-associated membrane protein 4,0,1.67411824582721,0.0000384783323673017,3.30660848187913,2.05281952730371e-7,181,208,159,152,287,333,242,233,218,216,248,235,8.876,9.582,7.149,6.913,11.608,13.505,10.419,10.699,9.045,9.530,11.519,11.741
238330,4112,Irf2bpl,interferon regulatory factor 2 binding protein-like,0,-1.42156788363989,0.0000391303060402304,7.12219834576506,2.16081262180873e-7,4353,5320,3787,3742,873,876,3580,3110,6352,5867,2907,2768,213.465,245.069,170.266,170.182,35.310,35.527,154.127,142.805,263.560,258.853,135.025,138.294
68312,1305,Gstm7,"glutathione S-transferase, mu 7",0,3.5800253931748,0.0000391303060402304,1.35247363797273,2.13134503943842e-7,20,22,29,22,218,169,32,35,65,61,157,145,0.981,1.013,1.304,1.001,8.817,6.854,1.378,1.607,2.697,2.691,7.292,7.244
67547,3707,Slc39a8,"solute carrier family 39 (metal ion transporter), member 8",0,6.56060715957516,0.0000391303060402304,3.40523305340576,2.14077241205427e-7,52,54,27,49,2210,2078,286,350,362,344,324,431,2.550,2.488,1.214,2.228,89.387,84.275,12.313,16.071,15.020,15.177,15.049,21.533
12739,1263,Cldn3,claudin 3,0,-2.27406768085944,0.0000391303060402304,5.19150889121624,2.10457065055554e-7,6979,7830,7695,7430,1038,912,368,249,387,269,54,57,342.240,360.694,345.973,337.908,41.984,36.987,15.843,11.434,16.058,11.868,2.508,2.848
104112,4427,Acly,ATP citrate lyase,0,2.43128061630274,0.0000396276997914485,8.6278944532247,2.21620014286772e-7,5519,6994,17077,14966,47452,60785,6994,5482,4071,3646,3971,3587,270.644,322.183,767.795,680.637,1919.282,2465.194,301.107,251.723,168.916,160.862,184.446,179.212
11676,1702,Aldoc,"aldolase C, fructose-bisphosphate",0,2.58797905783516,0.0000398112829467865,6.04709204049938,2.24111493831941e-7,3873,4880,4352,3917,14231,16799,261,357,397,285,372,360,189.926,224.800,195.669,178.141,575.599,681.299,11.237,16.393,16.473,12.574,17.279,17.986
231070,2648,Insig1,insulin induced gene 1,0,4.12376860573917,0.0000404224990703781,5.36505205580684,2.29039510535275e-7,541,451,761,437,5858,6776,668,527,651,437,1173,989,26.530,20.776,34.215,19.874,236.937,274.807,28.759,24.199,27.012,19.281,54.484,49.412
19224,2864,Ptgs1,prostaglandin-endoperoxide synthase 1,0,4.14479124167188,0.0000422253994049458,3.56982999104428,2.43915806563026e-7,163,185,198,258,2450,2509,215,349,131,130,103,96,7.993,8.522,8.902,11.734,99.095,101.755,9.256,16.025,5.436,5.736,4.784,4.796
194231,2467,Cnksr1,connector enhancer of kinase suppressor of Ras 1,0,-1.60918631287075,0.0000422253994049458,5.44496451880369,2.42397878273192e-7,1655,1688,1320,1238,261,260,870,782,1501,1386,1420,1169,81.159,77.759,59.348,56.303,10.557,10.545,37.455,35.908,62.280,61.151,65.957,58.405
30935,3268,Tor3a,"torsin family 3, member A",0,3.52321166986572,0.0000426669682196391,4.63430938159536,2.49606238158969e-7,563,598,189,258,1579,1567,515,468,577,608,588,423,27.609,27.547,8.498,11.734,63.866,63.551,22.172,21.490,23.941,26.825,27.312,21.134
56737,3055,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",0,1.10412039025251,0.0000428854459770717,3.45283307194443,2.54040134011867e-7,173,196,280,243,334,366,271,230,247,225,223,209,8.484,9.029,12.589,11.051,13.509,14.843,11.667,10.561,10.249,9.927,10.358,10.442
75767,7965,Rab11fip1,RAB11 family interacting protein 1 (class I),0,-1.44965783996057,0.000043656011584931,5.53378834098687,2.6021096717167e-7,5492,5609,4319,4134,1029,901,660,567,559,471,160,189,269.320,258.382,194.186,188.010,41.620,36.541,28.414,26.036,23.194,20.781,7.432,9.443
68732,5158,Carmil1,capping protein regulator and myosin 1 linker 1,0,-1.71647258000872,0.0000441844451017604,5.24639470495049,2.64986370049926e-7,2117,2189,1426,1431,256,285,1361,1371,629,557,531,582,103.815,100.838,64.114,65.080,10.354,11.558,58.594,62.954,26.099,24.575,24.664,29.078
13875,3503,Erf,Ets2 repressor factor,0,-2.117604315371,0.0000452095489002087,7.19060503566399,2.7279760181148e-7,2766,3300,3415,3209,519,434,9221,7194,7119,6359,4782,4571,135.641,152.017,153.541,145.942,20.992,17.601,396.984,330.335,295.385,280.560,222.116,228.374
69051,1599,Pycr2,"pyrroline-5-carboxylate reductase family, member 2",0,2.39733519527849,0.0000495562249135142,3.55999926102038,3.04495734227045e-7,234,257,288,198,799,778,299,236,242,171,133,134,11.475,11.839,12.949,9.005,32.317,31.553,12.873,10.837,10.041,7.545,6.178,6.695
22393,3564,Wfs1,wolframin ER transmembrane glycoprotein,0,1.56268130556977,0.0000495562249135142,4.37573654120927,3.04327862696993e-7,479,498,260,240,428,494,536,434,613,552,651,616,23.489,22.941,11.690,10.915,17.311,20.035,23.076,19.928,25.435,24.354,30.238,30.776
76113,2927,Lpo,lactoperoxidase,0,3.47804060790996,0.0000495884336349247,2.21716520816203,3.12746339932228e-7,7,14,270,351,2291,1975,102,50,51,40,52,60,0.343,0.645,12.139,15.963,92.664,80.098,4.391,2.296,2.116,1.765,2.415,2.998
16443,19459,Itsn1,intersectin 1 (SH3 domain protein 1A),0,1.55342085084043,0.0000495884336349247,6.11744314483607,3.13816203142391e-7,844,837,1600,1509,2661,3031,1430,1441,1696,1750,1523,1532,41.389,38.557,71.937,68.628,107.629,122.925,61.565,66.168,70.371,77.210,70.741,76.541
19729,1022,Slc50a1,"solute carrier family 50 (sugar transporter), member 1",0,1.9311755339717,0.0000495884336349247,5.44556892283638,3.1162125525626e-7,1181,1079,1101,1242,2658,2894,711,608,698,662,531,515,57.915,49.705,49.502,56.485,107.508,117.369,30.610,27.918,28.962,29.208,24.664,25.730
21982,1896,Tmem165,transmembrane protein 165,0,1.93237950041855,0.0000495884336349247,6.20821521792142,3.13082698072292e-7,820,874,2459,2828,5938,6604,1138,1131,1358,1091,1057,1060,40.212,40.261,110.559,128.614,240.173,267.832,48.993,51.933,56.347,48.135,49.096,52.959
217944,3987,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,0,1.68723128471329,0.0000513138083180483,4.65605574812911,3.29964261511289e-7,437,457,1569,1778,3261,3433,423,450,188,169,171,158,21.430,21.052,70.543,80.861,131.897,139.229,18.211,20.663,7.801,7.456,7.943,7.894
108079,8201,Prkaa2,"protein kinase, AMP-activated, alpha 2 catalytic subunit",0,2.57884798486925,0.0000513138083180483,4.71729964925609,3.30399074861417e-7,711,613,1061,991,3495,4166,227,136,306,235,363,316,34.866,28.238,47.703,45.070,141.362,168.956,9.773,6.245,12.697,10.368,16.861,15.788
64297,4525,Gprc5b,"G protein-coupled receptor, family C, group 5, member B",0,2.48472569851134,0.0000513138083180483,5.85453934690272,3.29562196496443e-7,229,245,761,733,2339,2897,2303,2150,2105,2071,1980,2424,11.230,11.286,34.215,33.336,94.605,117.491,99.149,98.724,87.342,91.373,91.968,121.107
13135,3735,Dad1,defender against cell death 1,0,1.07570768924034,0.0000513456752737312,6.34957352707568,3.32493426843397e-7,2182,2204,2374,2064,2891,2922,1873,1602,1580,1408,1096,930,107.002,101.529,106.737,93.868,116.932,118.504,80.637,73.561,65.558,62.121,50.907,46.464
235542,7361,Ppp2r3a,"protein phosphatase 2, regulatory subunit B'', alpha",0,1.14058949079429,0.0000531827812874966,6.50058211748916,3.46346528124173e-7,1645,1658,2077,1937,2721,2787,1902,1689,1483,1536,2768,2823,80.668,76.377,93.384,88.093,110.056,113.029,81.885,77.556,61.533,67.769,128.569,141.041
11566,2553,Adss,"adenylosuccinate synthetase, non muscle",0,-1.37997647391597,0.0000533184309576008,6.43901009614773,3.51442416399827e-7,2884,2755,2812,2758,683,649,2376,2134,2650,2238,1979,1753,141.427,126.911,126.430,125.431,27.625,26.321,102.292,97.989,109.955,98.741,91.921,87.583
18406,774,Orm2,orosomucoid 2,0,4.83932738908796,0.0000533184309576008,-0.423411137788176,3.53877793113355e-7,11,16,7,6,135,114,8,7,17,18,9,16,0.539,0.737,0.315,0.273,5.460,4.623,0.344,0.321,0.705,0.794,0.418,0.799
230603,2444,Ttc39a,tetratricopeptide repeat domain 39A,0,1.38539774399779,0.0000533184309576008,3.6148785258882,3.55076934520245e-7,825,996,676,635,993,1144,85,77,105,95,87,76,40.457,45.881,30.393,28.879,40.164,46.396,3.659,3.536,4.357,4.191,4.041,3.797
100470,1958,Lao1,L-amino acid oxidase 1,0,4.44407591729446,0.0000533184309576008,6.04417682381128,3.51426541346301e-7,355,776,12061,16669,190454,193519,5,18,518,378,1570,1670,17.409,35.747,542.272,758.087,7703.257,7848.347,0.215,0.827,21.493,16.677,72.924,83.436
407809,3304,BC055402,cDNA sequence BC055402,0,3.24791072693407,0.0000541472899505659,-5.05614177561365,3.66573507152733e-7,0,0,0,0,2,3,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.081,0.122,0.000,0.000,0.000,0.000,0.000,0.000
18329,1066,Olfr30,olfactory receptor 30,0,3.24791072693407,0.0000541472899505659,-5.05614177561365,3.66573507152733e-7,0,0,0,0,2,3,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.081,0.122,0.000,0.000,0.000,0.000,0.000,0.000
104318,3749,Csnk1d,"casein kinase 1, delta",0,-1.22852171879889,0.0000541472899505659,8.01490466046163,3.64209136830488e-7,7806,8478,6613,6164,1721,1672,9904,10581,8359,7445,5519,5038,382.795,390.545,297.326,280.332,69.609,67.810,426.389,485.860,346.835,328.475,256.348,251.706
55951,907,Mpc1,mitochondrial pyruvate carrier 1,0,1.68387591080209,0.0000547650505890521,5.21918588627817,3.74785658396692e-7,566,614,1390,1389,2780,2778,528,385,598,545,634,511,27.756,28.284,62.495,63.170,112.442,112.664,22.732,17.678,24.812,24.045,29.448,25.530
68268,8751,Zdhhc21,"zinc finger, DHHC domain containing 21",0,1.21041887864622,0.0000547650505890521,5.50272016350442,3.73623141280367e-7,1407,1366,1063,884,1424,1373,997,896,885,713,795,745,68.997,62.926,47.793,40.203,57.596,55.683,42.923,41.143,36.721,31.458,36.926,37.221
